qid,pos_tag_count
1781,"Counter({'NN': 1, 'VBD': 1, 'JJS': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'RB': 1, 'DT': 1, 'NNS': 1})"
1783,"Counter({'RB': 5, 'VBP': 4, 'VB': 3, 'NN': 3, 'CC': 2, 'VBN': 2, '.': 2, 'DT': 2, 'NNS': 2, 'JJ': 1, 'WP': 1, 'TO': 1, 'IN': 1})"
1785,"Counter({'NN': 1, 'WP': 1, 'JJS': 1, '.': 1, 'VBP': 1, 'IN': 1, 'DT': 1, 'NNS': 1})"
1787,"Counter({'.': 2, 'JJ': 2, 'IN': 2, 'VBZ': 2, 'NN': 1, 'WP': 1, 'PRP': 1, 'DT': 1, 'NNS': 1})"
1789,"Counter({'.': 2, 'VBP': 2, 'WDT': 2, 'DT': 2, 'NNS': 2, 'VB': 1, 'NN': 1, 'CC': 1, 'IN': 1})"
1791,"Counter({'VBN': 3, 'RB': 2, 'VBZ': 1, '.': 1})"
1793,"Counter({'NN': 2, 'VBZ': 1, 'WRB': 1, 'JJ': 1, '.': 1})"
1795,"Counter({'NN': 5, 'CD': 3, 'VB': 2, ')': 2, '(': 2, 'JJ': 2, 'MD': 1, 'WRB': 1, '.': 1})"
1797,"Counter({'NN': 5, 'IN': 2, 'VB': 1, ')': 1, '(': 1, '.': 1, 'DT': 1, 'NNP': 1})"
1799,"Counter({'NN': 2, 'DT': 2, ')': 1, '(': 1, 'JJS': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'IN': 1, 'NNS': 1})"
1801,"Counter({'NN': 3, 'IN': 2, 'WRB': 1, 'RB': 1, '.': 1, 'EX': 1, 'JJ': 1, 'VBZ': 1, 'NNS': 1})"
1803,"Counter({'VB': 2, 'NNS': 2, 'MD': 1, 'WRB': 1, 'NN': 1, 'CC': 1, 'PRP$': 1, '.': 1, 'IN': 1})"
1805,"Counter({'VB': 5, 'MD': 1, 'PRP$': 1, 'WRB': 1, 'NN': 1, 'CD': 1, 'VBP': 1, 'RB': 1, 'IN': 1, '.': 1, 'NNS': 1})"
1807,"Counter({'NN': 4, 'VB': 2, 'MD': 1, 'VBG': 1, 'WP': 1, 'CD': 1, 'TO': 1, 'VBP': 1, 'JJ': 1, 'IN': 1, 'DT': 1, '.': 1})"
1809,"Counter({'NN': 3, 'IN': 2, 'PRP$': 1, 'WP': 1, '.': 1, 'JJ': 1, 'VBZ': 1, 'DT': 1})"
1811,"Counter({'NN': 2, 'VBD': 2, '.': 1, 'WRB': 1})"
1813,"Counter({'VB': 2, 'NN': 2, 'WRB': 1, '.': 1, 'PRP': 1, 'JJ': 1})"
1815,"Counter({'RB': 2, 'VBN': 2, 'WRB': 1, '.': 1, 'VBP': 1, 'JJ': 1})"
1817,"Counter({'NN': 3, 'DT': 3, 'VB': 2, 'VBP': 2, 'PRP': 2, 'NNS': 2, 'WRB': 1, 'CC': 1, ',': 1, 'VBN': 1, 'RB': 1, 'IN': 1, '.': 1})"
1819,"Counter({'VBG': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'IN': 1, 'DT': 1, 'NNS': 1})"
1821,"Counter({'VB': 3, 'NN': 3, 'MD': 2, ',': 2, 'PRP': 2, 'WP': 1, 'VBN': 1, 'VBP': 1, 'IN': 1, '.': 1})"
1823,"Counter({'VBP': 3, 'NNS': 3, 'NN': 1, 'WP': 1, '.': 1, 'JJ': 1, 'IN': 1, 'VBZ': 1})"
1825,"Counter({'NN': 2, 'PRP$': 1, 'IN': 1, '.': 1, 'VBP': 1, 'PRP': 1, 'JJ': 1, 'WP': 1, 'VBZ': 1, 'DT': 1})"
1827,"Counter({'MD': 1, 'VB': 1, 'VBG': 1, 'NN': 1, 'WP': 1, '.': 1, 'VBP': 1, 'IN': 1})"
1829,"Counter({'NNS': 3, 'VBZ': 1, 'DT': 1, 'VBP': 1, '.': 1})"
1831,"Counter({'VB': 2, '.': 2, 'MD': 1, 'RB': 1, 'WP': 1, 'CD': 1})"
1833,"Counter({'JJ': 3, 'RB': 1, 'NN': 1, 'CC': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'DT': 1, 'NNS': 1})"
1835,"Counter({'JJ': 4, 'NN': 3, 'IN': 3, 'DT': 3, 'VBP': 2, 'NNS': 2, 'VB': 1, 'WRB': 1, 'VBG': 1, 'TO': 1, 'PRP': 1, 'VBZ': 1, '.': 1})"
1837,"Counter({'NN': 4, 'IN': 4, 'JJ': 3, 'VBZ': 2, 'DT': 2, 'VB': 1, 'WRB': 1, 'RB': 1, 'CC': 1, 'CD': 1, 'TO': 1, 'VBP': 1, 'WDT': 1, 'PRP': 1, '.': 1, 'EX': 1})"
1839,"Counter({'VB': 2, 'MD': 1, 'WRB': 1, 'VBG': 1, '.': 1})"
1841,"Counter({'NN': 5, 'CC': 2, 'JJ': 2, 'IN': 2, 'MD': 1, 'VB': 1, 'VBN': 1, '.': 1, 'DT': 1})"
1843,"Counter({'NN': 2, 'VBG': 1, 'VBN': 1, '.': 1, 'RB': 1, 'IN': 1, 'VBZ': 1})"
1845,"Counter({'VB': 2, 'MD': 1, 'WRB': 1, 'NN': 1, '.': 1, 'RB': 1, 'NNS': 1})"
1847,"Counter({'NN': 3, 'VB': 2, 'WRB': 1, 'RB': 1, 'CC': 1, '.': 1, 'PRP': 1, 'JJ': 1, 'IN': 1, 'DT': 1})"
1849,"Counter({'NN': 5, 'IN': 2, 'WP': 1, '.': 1, 'VBZ': 1, 'DT': 1})"
1851,"Counter({'NN': 3, 'IN': 3, 'NNS': 2, '.': 1, 'TO': 1, 'VBP': 1, 'JJ': 1, 'DT': 1})"
1853,"Counter({'MD': 1, 'VB': 1, 'NN': 1, '.': 1, 'PRP': 1, 'JJ': 1, 'IN': 1, 'NNS': 1})"
1855,"Counter({'MD': 1, 'VB': 1, 'NN': 1, 'PRP$': 1, '.': 1, 'PRP': 1, 'IN': 1, 'DT': 1, 'NNS': 1})"
1857,"Counter({'NN': 2, 'VBD': 2, 'WRB': 1, '.': 1, 'PRP': 1, 'JJ': 1})"
1859,"Counter({'VB': 3, 'PRP': 3, 'DT': 3, 'NN': 2, 'RB': 2, 'IN': 2, 'NNS': 2, 'MD': 1, 'JJ': 1, 'CC': 1, 'CD': 1, 'TO': 1, 'VBP': 1, 'WDT': 1, '.': 1})"
1861,"Counter({'VB': 2, 'NN': 2, 'VBD': 2, '.': 2, 'JJ': 2, 'WRB': 1, 'RB': 1, 'CC': 1, 'TO': 1, 'PRP': 1, 'WP': 1, 'NNS': 1})"
1863,"Counter({'VB': 2, '.': 1, 'DT': 1, 'NN': 1, 'VBD': 1})"
1865,"Counter({'NN': 2, 'JJS': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'IN': 1, 'DT': 1, 'NNS': 1})"
1867,"Counter({'NN': 4, 'VB': 2, 'WRB': 1, '.': 1, 'VBP': 1, 'DT': 1, 'NNP': 1})"
1869,"Counter({'NN': 3, 'VB': 2, 'IN': 2, 'MD': 1, '.': 1, 'WP': 1})"
1871,"Counter({'NN': 3, 'WRB': 1, '.': 1, 'VBP': 1, 'RB': 1, 'IN': 1, 'VBZ': 1, 'DT': 1})"
1873,"Counter({'VB': 2, 'NN': 2, 'WRB': 1, 'CD': 1, 'VBP': 1, 'IN': 1, 'DT': 1, '.': 1})"
1875,"Counter({'NN': 2, 'CD': 2, 'IN': 2, 'WP': 1, 'VBZ': 1, '.': 1, 'NNS': 1})"
1877,"Counter({'JJ': 4, 'NN': 2, '.': 1, 'IN': 1, 'VBZ': 1, 'DT': 1, 'NNS': 1})"
1879,"Counter({'MD': 2, 'VB': 1, 'NN': 1, 'PRP$': 1, '.': 1, 'VBP': 1, 'NNS': 1})"
1881,"Counter({'NN': 2, 'NNS': 2, '.': 1, 'VBP': 1, 'WDT': 1, 'JJ': 1, 'IN': 1, 'DT': 1})"
1883,"Counter({'VBP': 2, 'WRB': 1, 'JJ': 1, 'NN': 1, '.': 1, 'RB': 1, 'NNS': 1})"
1885,"Counter({'NN': 2, 'VB': 1, '.': 1, 'TO': 1, 'VBP': 1, 'WDT': 1, 'JJ': 1, 'DT': 1, 'NNS': 1})"
1887,"Counter({'NN': 2, 'WP': 1, '.': 1, 'IN': 1, 'VBZ': 1, 'DT': 1})"
1889,"Counter({'NN': 6, 'JJ': 6, 'IN': 4, 'DT': 3, 'VBG': 2, 'VBZ': 2, 'NNS': 2, 'RB': 1, 'CC': 1, 'CD': 1, 'VBP': 1, 'PRP': 1, '.': 1})"
1891,"Counter({'DT': 2, 'NN': 2, 'IN': 2, '.': 1, 'JJS': 1})"
1893,"Counter({'NN': 2, 'JJ': 2, 'WRB': 1, 'VBN': 1, '.': 1, 'IN': 1, 'VBZ': 1})"
1895,"Counter({'NN': 1, 'WP': 1, 'CD': 1, 'IN': 1, 'VBZ': 1, '.': 1})"
1897,"Counter({'VB': 1, 'NN': 1, 'JJS': 1, '.': 1, 'TO': 1, 'VBP': 1, 'WDT': 1, 'JJ': 1, 'IN': 1, 'DT': 1, 'NNS': 1})"
1899,"Counter({'VB': 2, 'WRB': 1, 'NN': 1, '.': 1, 'VBP': 1, 'JJ': 1, 'DT': 1})"
1901,"Counter({'DT': 2, 'NN': 1, 'JJS': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'RB': 1, 'IN': 1, 'NNS': 1})"
1903,"Counter({'JJ': 2, 'NN': 2, 'IN': 2, 'DT': 2, 'MD': 1, 'VB': 1, 'VBG': 1, ',': 1, 'CD': 1, 'TO': 1, 'RB': 1, 'WP': 1, 'VBZ': 1, '.': 1, 'NNS': 1})"
1905,"Counter({'IN': 2, 'NNS': 2, 'NN': 1, '.': 1, 'VBP': 1, 'WDT': 1})"
1907,"Counter({'IN': 3, 'VB': 1, 'VBG': 1, 'NN': 1, '.': 1, 'TO': 1, 'PRP': 1, 'JJ': 1, 'DT': 1, 'NNS': 1})"
1909,"Counter({'NN': 1, 'WP': 1, '.': 1, 'IN': 1, 'VBZ': 1, 'NNS': 1})"
1911,"Counter({'NN': 3, 'IN': 2, 'MD': 1, 'VB': 1, 'WRB': 1, '$': 1, 'CD': 1, 'VBP': 1, 'RB': 1, 'DT': 1, '.': 1})"
1913,"Counter({'VB': 2, 'NN': 2, 'DT': 2, 'RP': 1, '.': 1, 'PRP': 1, 'IN': 1, 'WRB': 1, 'VBZ': 1})"
1915,"Counter({'NNS': 2, 'NN': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'JJ': 1, 'IN': 1})"
1917,"Counter({'NN': 2, 'VBG': 1, 'VBN': 1, 'CD': 1, 'VBP': 1, 'WDT': 1, 'IN': 1, 'DT': 1, '.': 1, 'NNS': 1})"
1919,"Counter({'VB': 2, 'NN': 2, 'MD': 1, 'WRB': 1, '.': 1, 'JJ': 1, 'IN': 1, 'DT': 1})"
1921,"Counter({'NN': 2, 'VBD': 1, 'WP': 1, '.': 1, 'IN': 1, 'DT': 1})"
1923,"Counter({'NN': 5, 'VB': 1, 'WRB': 1, '.': 1, 'JJ': 1, 'IN': 1, 'VBZ': 1})"
1925,"Counter({'JJ': 4, 'NN': 2, 'VBG': 1, '.': 1, 'PRP': 1, 'RB': 1, 'IN': 1, 'VBZ': 1, 'DT': 1})"
1927,"Counter({'PRP$': 2, 'NN': 2, 'VBP': 2, 'WRB': 1, '.': 1, 'RB': 1, 'IN': 1, 'VBZ': 1})"
1929,"Counter({'VB': 3, 'WRB': 1, 'NN': 1, '.': 1, 'TO': 1, 'VBP': 1, 'DT': 1, 'NNS': 1})"
1931,"Counter({'NN': 3, 'WRB': 1, '.': 1, 'JJ': 1, 'VBZ': 1, 'DT': 1})"
1933,"Counter({'VB': 3, 'VBP': 1, 'WRB': 1, 'JJ': 1, '.': 1})"
1935,"Counter({'NN': 6, 'IN': 3, 'VBG': 2, 'VB': 2, 'PRP': 2, 'DT': 2, 'MD': 1, 'PRP$': 1, 'VBD': 1, 'WP': 1, ',': 1, '.': 1, 'TO': 1, 'VBP': 1, 'JJ': 1})"
1937,"Counter({'RB': 1, 'NN': 1, ')': 1, '(': 1, 'IN': 1, 'CD': 1, 'JJ': 1, 'WP': 1, 'VBZ': 1, '.': 1, 'NNS': 1})"
1939,"Counter({'RB': 3, 'NN': 3, 'VB': 2, 'CC': 2, 'IN': 2, 'NNS': 2, 'WRB': 1, '.': 1, 'TO': 1, 'JJ': 1, 'DT': 1})"
1941,"Counter({'VB': 2, 'NN': 2, 'MD': 1, 'WRB': 1, '.': 1, 'JJ': 1, 'IN': 1, 'DT': 1})"
1943,"Counter({'NN': 3, 'VB': 2, 'MD': 1, 'WRB': 1, 'PRP$': 1, '.': 1, 'IN': 1})"
1945,"Counter({'NN': 6, 'IN': 3, 'DT': 2, 'VBG': 1, 'CC': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'PRP': 1, 'NNS': 1})"
1947,"Counter({'NN': 3, 'VB': 2, 'CC': 2, 'NNS': 2, 'WRB': 1, ',': 1, '.': 1, 'TO': 1, 'VBP': 1, 'WDT': 1, 'JJ': 1, 'IN': 1, 'VBZ': 1, 'DT': 1})"
1949,"Counter({'VB': 2, 'WRB': 1, 'NN': 1, 'VBD': 1, 'CC': 1, '.': 1, 'TO': 1, 'JJ': 1, 'DT': 1})"
1951,"Counter({'VB': 1, '.': 1, 'TO': 1, 'VBP': 1, 'WDT': 1, 'JJ': 1, 'DT': 1, 'NNS': 1})"
1953,"Counter({'VB': 3, '.': 3, 'NN': 2, 'CD': 2, 'IN': 2, 'WRB': 1, 'NNS': 1})"
1955,"Counter({'VB': 2, 'NN': 2, 'MD': 1, 'IN': 1, '.': 1, 'TO': 1, 'VBP': 1, 'WP': 1, 'DT': 1})"
1957,"Counter({'WRB': 1, 'NN': 1, 'POS': 1, 'CD': 1, ""''"": 1, 'VBN': 1, 'JJ': 1, 'IN': 1, 'VBZ': 1, '.': 1})"
1959,"Counter({'NN': 3, 'IN': 2, 'PRP$': 1, ')': 1, '(': 1, 'WP': 1, 'CD': 1, 'VBZ': 1, '.': 1, 'NNS': 1})"
1961,"Counter({'RB': 2, 'VB': 1, 'NN': 1, '.': 1, 'TO': 1, 'PRP': 1, 'JJ': 1, 'IN': 1, 'VBZ': 1})"
1963,"Counter({'RB': 3, 'NNS': 2, 'WRB': 1, 'NN': 1, 'CC': 1, '.': 1, 'VBP': 1, 'IN': 1, 'DT': 1})"
1965,"Counter({'VB': 2, 'WRB': 1, 'NN': 1, '.': 1, 'VBP': 1, 'JJ': 1, 'IN': 1, 'NNS': 1})"
1967,"Counter({'NN': 3, 'WRB': 1, '.': 1, 'IN': 1, 'VBZ': 1, 'DT': 1})"
1969,"Counter({'NN': 3, '.': 2, 'JJ': 2, 'IN': 2, 'DT': 2, 'NNS': 2, 'VB': 1, 'VBN': 1, 'TO': 1, 'VBP': 1, 'WDT': 1, 'PRP': 1, 'VBZ': 1})"
1971,"Counter({'NN': 3, 'NNS': 3, 'VB': 2, 'JJ': 2, 'WRB': 1, '.': 1, 'VBP': 1, 'IN': 1, 'DT': 1})"
1973,"Counter({'VB': 2, '.': 2, 'MD': 1, 'VBG': 1, 'NN': 1, 'TO': 1, 'WP': 1})"
1975,"Counter({'VB': 2, 'NN': 2, 'MD': 1, 'WRB': 1, '.': 1, 'IN': 1})"
1977,"Counter({'VB': 2, 'NN': 2, 'MD': 1, '.': 1, 'TO': 1, 'JJ': 1, 'WP': 1, 'DT': 1})"
1979,"Counter({'NN': 5, 'VB': 2, 'MD': 1, 'PRP$': 1, 'VBD': 1, ',': 1, 'VBN': 1, 'RB': 1, '.': 1})"
1981,"Counter({'VB': 1, 'NN': 1, '.': 1, 'VBP': 1, 'PRP': 1, 'JJ': 1, 'DT': 1})"
1983,"Counter({'NN': 4, 'CD': 3, 'VBD': 1, ')': 1, '(': 1, 'VBN': 1, 'WDT': 1, 'IN': 1, '.': 1})"
1985,"Counter({'NN': 6, 'VB': 4, 'DT': 4, 'MD': 2, 'CC': 2, '.': 2, 'TO': 2, 'VBP': 2, 'PRP': 1})"
1987,"Counter({'NN': 2, 'VB': 1, 'CC': 1, 'JJS': 1, '.': 1, 'TO': 1, 'WDT': 1, 'RB': 1, 'VBZ': 1, 'DT': 1, 'NNS': 1})"
1989,"Counter({'JJ': 3, 'PRP$': 1, 'NN': 1, 'VBD': 1, 'CC': 1, 'VB': 1, '.': 1, 'PRP': 1, 'DT': 1, 'NNS': 1})"
1991,"Counter({'NN': 6, 'IN': 4, 'NNS': 3, 'JJ': 2, 'DT': 2, 'MD': 1, 'VB': 1, 'RB': 1, 'TO': 1, 'CC': 1, '(': 1, 'VBN': 1, '.': 1, ')': 1, 'PRP': 1})"
1993,"Counter({'NN': 2, 'JJ': 2, 'WP': 1, '.': 1, 'IN': 1, 'VBZ': 1, 'DT': 1})"
1995,"Counter({'VB': 2, 'JJ': 2, 'IN': 2, 'NNS': 2, 'MD': 1, 'WRB': 1, 'NN': 1, '.': 1, 'TO': 1, 'DT': 1})"
1997,"Counter({'VB': 2, 'NN': 2, 'TO': 2, 'DT': 2, 'WRB': 1, 'JJS': 1, '.': 1, 'WP': 1, 'VBZ': 1})"
1999,"Counter({'NN': 3, 'PRP$': 1, 'CC': 1, 'RBR': 1, ',': 1, 'WDT': 1, 'JJ': 1, 'IN': 1, 'VBZ': 1, '.': 1})"
2001,"Counter({'VB': 2, 'MD': 1, 'WRB': 1, 'NN': 1, 'PRP$': 1, '.': 1})"
2003,"Counter({'VB': 2, 'MD': 1, 'RP': 1, 'NN': 1, '.': 1, 'TO': 1, 'WDT': 1, 'DT': 1})"
2005,"Counter({'RB': 2, 'NNS': 2, 'VB': 1, 'WRB': 1, '.': 1, 'JJ': 1, 'IN': 1})"
2007,"Counter({'NN': 2, 'VB': 1, 'WRB': 1, 'JJR': 1, '.': 1, 'JJ': 1, 'IN': 1, 'VBZ': 1, 'NNS': 1})"
2009,"Counter({'NN': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'IN': 1, 'DT': 1, 'NNS': 1})"
2011,"Counter({'NN': 4, 'JJ': 2, 'IN': 2, 'NNS': 2, 'VB': 1, 'RB': 1, ',': 1, 'VBN': 1, 'TO': 1, 'VBP': 1, 'EX': 1, 'VBZ': 1, 'DT': 1, '.': 1})"
2013,"Counter({'NN': 4, 'VBP': 3, 'VB': 2, 'IN': 2, 'JJ': 1, 'VBD': 1, 'CC': 1, 'WP': 1, ',': 1, '.': 1, 'RB': 1, 'VBZ': 1, 'DT': 1})"
2015,"Counter({'NN': 2, '.': 1, 'VBP': 1, 'WDT': 1, 'JJ': 1, 'IN': 1, 'DT': 1, 'NNS': 1})"
2017,"Counter({'JJ': 3, 'NN': 2, 'CC': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'IN': 1, 'DT': 1, 'NNS': 1})"
2019,"Counter({'NN': 2, 'MD': 1, 'VB': 1, 'WRB': 1, '.': 1, 'PRP': 1, 'IN': 1, 'DT': 1})"
2021,"Counter({'NN': 2, 'IN': 2, 'VB': 1, 'CC': 1, '.': 1, 'VBP': 1, 'PRP': 1, 'NNS': 1})"
2023,"Counter({'VBZ': 1, 'DT': 1, 'PDT': 1, 'NN': 1, '.': 1})"
2025,"Counter({'MD': 1, 'VB': 1, 'NN': 1, 'CD': 1, 'JJ': 1, 'WP': 1, 'DT': 1, '.': 1})"
2027,"Counter({'NN': 7, 'IN': 3, 'VB': 2, 'WRB': 1, 'VBD': 1, 'CC': 1, ',': 1, '.': 1, 'PRP': 1, 'RB': 1})"
2029,"Counter({'NN': 2, 'VB': 1, 'JJS': 1, '.': 1, 'TO': 1, 'WDT': 1, 'JJ': 1, 'VBZ': 1, 'DT': 1})"
2031,"Counter({'NN': 4, 'WRB': 1, 'CC': 1, '.': 1, 'JJ': 1, 'VBZ': 1})"
2033,"Counter({'NN': 3, 'VBP': 2, 'CC': 1, '.': 1, 'WDT': 1, 'IN': 1, 'DT': 1})"
2035,"Counter({'VB': 2, 'WRB': 1, '.': 1, 'TO': 1, 'VBP': 1, 'WDT': 1, 'JJ': 1, 'DT': 1, 'NNS': 1})"
2037,"Counter({'NN': 2, 'VBZ': 2, 'VBD': 1, 'WP': 1, 'CD': 1, 'JJ': 1, 'IN': 1, 'DT': 1, '.': 1})"
2039,"Counter({'NN': 6, 'IN': 3, '.': 2, 'NNS': 2, 'MD': 1, 'VB': 1, 'RB': 1, 'VBD': 1, 'CC': 1, '(': 1, 'CD': 1, ')': 1, 'WDT': 1, 'JJ': 1, 'DT': 1, 'NNP': 1})"
2041,"Counter({'NN': 5, 'PRP$': 1, 'FW': 1, ')': 1, '(': 1, 'WP': 1, 'CD': 1, '.': 1, 'JJ': 1, 'IN': 1, 'VBZ': 1, ':': 1})"
2043,"Counter({'NN': 3, 'VB': 1, 'WP': 1, ',': 1, '.': 1, 'VBP': 1, 'PRP': 1, 'IN': 1, 'DT': 1, 'NNP': 1})"
2045,"Counter({'NN': 4, 'VBZ': 2, 'PRP$': 1, 'WRB': 1, 'WP': 1, '.': 1, 'PRP': 1, 'IN': 1, 'DT': 1})"
2047,"Counter({'NN': 2, 'VB': 2, 'VBP': 2, 'IN': 2, 'NNS': 2, 'PRP$': 1, 'WRB': 1, ',': 1, '.': 1, 'JJ': 1, 'DT': 1})"
2049,"Counter({'NN': 3, 'VB': 2, 'MD': 1, '.': 1, 'TO': 1, 'WP': 1})"
2050,"Counter({'NN': 8, 'JJ': 3, 'IN': 3, 'VB': 2, 'CC': 2, 'VBP': 2, 'DT': 2, 'RB': 1, '.': 1, 'TO': 1, 'PRP': 1, 'VBZ': 1})"
2052,"Counter({'VB': 2, 'NN': 2, 'IN': 2, 'MD': 1, 'WRB': 1, 'VBN': 1, '.': 1, 'PRP': 1, 'VBZ': 1})"
2054,"Counter({'JJ': 1, 'RBS': 1, '.': 1, 'VBP': 1, 'RB': 1, 'IN': 1, 'NNS': 1})"
2056,"Counter({'.': 2, 'VB': 1, 'WRB': 1, 'NN': 1, 'RBS': 1, 'VBP': 1, 'WDT': 1, 'PRP': 1, 'JJ': 1, 'DT': 1})"
2058,"Counter({'NN': 2, 'DT': 2, 'VB': 1, 'WP': 1, '.': 1, 'TO': 1, 'JJ': 1, 'IN': 1, 'VBZ': 1})"
2060,"Counter({'NN': 2, 'VBZ': 2, 'WRB': 1, '.': 1, 'VBP': 1, 'PRP': 1, 'JJ': 1})"
2062,"Counter({'NN': 4, 'WRB': 1, 'VBD': 1, ',': 1, '.': 1, 'JJ': 1})"
2064,"Counter({'NN': 6, 'VBP': 2, 'JJ': 2, 'DT': 2, 'NNS': 2, 'MD': 1, 'VB': 1, 'RB': 1, ')': 1, '(': 1, ',': 1, '.': 1, 'CC': 1, 'IN': 1})"
2066,"Counter({'NN': 6, 'IN': 4, 'DT': 3, 'VB': 2, ',': 2, '.': 2, 'TO': 2, 'PRP': 2, 'JJ': 2, 'MD': 1, 'VBG': 1, ')': 1, '(': 1, 'VBP': 1, 'WRB': 1, 'PRP$': 1, 'NNS': 1})"
2068,"Counter({'NN': 5, 'JJ': 4, 'IN': 4, ',': 3, 'NNS': 3, 'MD': 1, 'VB': 1, 'CC': 1, 'WP': 1, '.': 1, 'DT': 1})"
2070,"Counter({'NN': 3, 'NNS': 2, 'VBG': 1, '.': 1, 'JJ': 1, 'VBZ': 1})"
2072,"Counter({'.': 2, 'VBZ': 2, 'WRB': 1, 'RB': 1, 'NN': 1, 'VBN': 1, 'JJ': 1, 'DT': 1})"
2074,"Counter({'NNS': 2, 'NN': 1, 'WP': 1, 'JJS': 1, '.': 1, 'VBP': 1, 'IN': 1, 'DT': 1})"
2076,"Counter({'NN': 3, 'NNS': 2, 'VB': 1, 'CC': 1, 'IN': 1, 'JJS': 1, '.': 1, 'TO': 1, 'WP': 1, 'VBZ': 1, 'DT': 1})"
2078,"Counter({'JJ': 2, 'NN': 1, '.': 1, 'VBP': 1, 'WDT': 1, 'IN': 1, 'DT': 1, 'NNS': 1})"
2080,"Counter({'NN': 3, '.': 2, 'DT': 2, 'VB': 1, 'WRB': 1, 'VBN': 1, 'TO': 1, 'PRP': 1, 'RB': 1, 'IN': 1, 'VBZ': 1, ',': 1})"
2082,"Counter({'VBP': 4, 'VB': 1, 'WRB': 1, 'NN': 1, '.': 1, 'IN': 1, 'NNS': 1})"
2084,"Counter({'NN': 4, 'WP': 1, '.': 1, 'JJ': 1, 'IN': 1, 'VBZ': 1, 'DT': 1})"
2086,"Counter({'JJ': 5, 'NN': 3, 'VB': 2, 'TO': 2, 'IN': 2, 'RB': 1, 'CC': 1, 'CD': 1, 'PRP': 1, 'VBZ': 1, 'DT': 1, '.': 1, 'NNS': 1})"
2088,"Counter({'VB': 3, 'NN': 3, 'IN': 2, 'CD': 2, 'TO': 2, 'PRP$': 1, 'VBP': 1, 'RB': 1, 'WP': 1, '.': 1, 'NNS': 1})"
2090,"Counter({'NN': 3, 'VB': 2, 'WRB': 1, '.': 1, 'VBP': 1, 'JJ': 1})"
2092,"Counter({'NN': 2, 'IN': 2, 'VBZ': 2, 'WP': 1, '.': 1, 'VBP': 1, 'PRP': 1, 'JJ': 1, 'DT': 1, 'NNS': 1, 'NNP': 1})"
2094,"Counter({'VB': 1, 'CC': 1, 'RBR': 1, 'CD': 1, 'WDT': 1, 'JJ': 1, 'VBZ': 1, '.': 1, 'NNS': 1})"
2096,"Counter({'VB': 1, 'NN': 1, 'JJS': 1, '.': 1, 'TO': 1, 'VBP': 1, 'WDT': 1, 'IN': 1, 'DT': 1, 'NNS': 1})"
2098,"Counter({'JJ': 3, 'NN': 2, 'VBZ': 2, 'WRB': 1, 'CC': 1, 'IN': 1, '.': 1, 'PRP': 1, 'WP': 1})"
2100,"Counter({'JJ': 2, 'MD': 1, 'NN': 1, '.': 1, 'VBP': 1, 'DT': 1, 'NNS': 1})"
2102,"Counter({'JJ': 2, 'MD': 1, 'VB': 1, 'WRB': 1, '.': 1, 'NNS': 1})"
2104,"Counter({'NN': 2, 'VBN': 2, 'IN': 2, 'MD': 1, 'VB': 1, 'VBD': 1, 'WP': 1, '.': 1})"
2106,"Counter({'JJ': 3, 'NN': 3, 'IN': 3, 'VBP': 3, 'WRB': 2, '.': 2, 'PRP': 2, 'VB': 1, 'CC': 1, 'VBN': 1, 'RB': 1, 'WP': 1, 'VBZ': 1, 'DT': 1, 'NNS': 1})"
2108,"Counter({'NN': 2, 'DT': 2, 'VBG': 1, 'WP': 1, '.': 1, 'IN': 1, 'VBZ': 1})"
2110,"Counter({'VBD': 2, 'WP': 2, 'VB': 1, 'VBG': 1, 'PRP$': 1, '.': 1, 'TO': 1, 'JJ': 1, ':': 1, 'NNS': 1})"
2112,"Counter({'NN': 3, 'VBP': 2, 'VB': 1, 'WRB': 1, 'VBD': 1, '.': 1, 'IN': 1, 'DT': 1})"
2114,"Counter({'NN': 3, 'VB': 2, 'IN': 2, 'MD': 1, 'WRB': 1, 'RB': 1, '.': 1, 'JJ': 1, 'NNS': 1})"
2116,"Counter({'NN': 2, 'JJ': 2, 'IN': 2, 'MD': 1, 'PRP$': 1, '.': 1, 'VBP': 1, 'PRP': 1, 'DT': 1, 'NNS': 1})"
2118,"Counter({'JJ': 1, 'NN': 1, '.': 1, 'RB': 1, 'WP': 1, 'VBZ': 1})"
2120,"Counter({'NN': 3, '.': 1, 'JJ': 1, 'IN': 1})"
2122,"Counter({'NNS': 2, '.': 1, 'VBP': 1, 'WDT': 1, 'JJ': 1, 'IN': 1, 'DT': 1})"
2124,"Counter({'VB': 2, 'MD': 1, 'WRB': 1, 'NN': 1, '.': 1, 'IN': 1, 'NNS': 1})"
2126,"Counter({'NN': 5, 'PRP$': 1, 'WRB': 1, 'VBD': 1, '.': 1, 'JJ': 1})"
